hour,Coal_MW,Nuclear_MW,NGCC_MW,NGCT_MW,NGCC_with_CCS_MW,Hydro_MW,Onshore_Wind_MW,Solar_MW,Battery_discharge_MW,Battery_charge_MW,Battery_SOC_MWh,NSE_MW,Load_MW
1,0.0,9142.15,0.0,0.0,0.0,4119.33,17652.19,0.0,326.33,0.0,40962.83,0.0,31240
2,0.0,4295.07,0.0,0.0,0.0,4631.54,18597.64,0.0,3049.74,0.0,37647.89,0.0,30574
3,0.0,5591.85,0.0,0.0,0.0,4087.87,19576.27,0.0,0.0,0.0,37647.89,0.0,29256
4,0.0,6093.61,0.0,0.0,0.0,4122.75,18597.64,0.0,0.0,0.0,37647.89,0.0,28814
5,0.0,1246.53,0.0,0.0,0.0,4152.79,18597.64,0.0,4821.04,0.0,32407.63,0.0,28818
6,0.0,6093.61,0.0,0.0,0.0,4127.21,17652.19,0.0,1160.0,0.0,31146.76,0.0,29033
7,0.0,7420.98,0.0,0.0,0.0,4388.83,17652.19,0.0,0.0,0.0,31146.76,0.0,29462
8,0.0,2573.9,0.0,0.0,0.0,4259.88,16739.33,0.0,6218.9,0.0,24387.1,0.0,29792
9,0.0,7420.98,0.0,0.0,0.0,3834.04,16739.33,165.46,2439.19,0.0,21735.8,0.0,30599
10,0.0,4847.08,0.0,0.0,0.0,4585.08,16739.33,2077.8,3724.71,0.0,17687.2,0.0,31974
11,0.0,0.0,0.0,0.0,0.0,5144.79,16739.33,694.12,11159.76,0.0,5557.03,0.0,33738
12,0.0,0.0,0.0,0.0,0.0,4649.83,20588.64,4389.06,5112.46,0.0,0.0,0.0,34740
13,0.0,2628.83,0.0,0.0,0.0,4442.96,24986.99,3972.23,0.0,0.0,0.0,0.0,36031
14,0.0,0.0,0.0,0.0,0.0,4689.0,26393.67,4764.33,0.0,0.0,0.0,0.0,35847
15,0.0,0.0,0.0,0.0,0.0,4376.67,31237.25,60.09,0.0,0.0,0.0,0.0,35674
16,0.0,0.0,0.0,0.0,0.0,4152.25,31867.75,0.0,0.0,0.0,0.0,0.0,36020
17,0.0,0.0,0.0,0.0,0.0,4743.42,32469.7,234.89,0.0,0.0,0.0,0.0,37448
18,0.0,0.0,0.0,0.0,0.0,4858.46,34252.54,0.0,0.0,0.0,0.0,0.0,39111
19,0.0,0.0,0.0,0.0,0.0,4941.58,33306.42,0.0,0.0,0.0,0.0,0.0,38248
20,0.0,0.0,0.0,0.0,0.0,4661.5,44950.51,0.0,0.0,11950.01,10994.01,0.0,37662
21,0.0,0.0,0.0,0.0,0.0,287.5,36650.5,0.0,0.0,0.0,10994.01,0.0,36938
22,0.0,0.0,0.0,0.0,0.0,4645.0,30900.0,0.0,0.0,0.0,10994.01,0.0,35545
23,0.0,0.0,0.0,0.0,0.0,4297.67,40067.51,0.0,0.0,10195.17,20373.57,0.0,34170
24,0.0,0.0,0.0,0.0,0.0,0.0,32693.0,0.0,0.0,0.0,20373.57,0.0,32693
25,0.0,0.0,0.0,0.0,0.0,3999.0,44950.51,0.0,0.0,17026.51,36037.95,0.0,31923
26,0.0,0.0,0.0,0.0,0.0,4583.04,44950.51,0.0,0.0,18309.55,52882.74,0.0,31224
27,0.0,0.0,0.0,0.0,0.0,4587.25,26133.75,0.0,0.0,0.0,52882.74,0.0,30721
28,0.0,0.0,0.0,0.0,0.0,4937.87,40212.19,0.0,0.0,14489.07,66212.68,0.0,30661
29,0.0,0.0,0.0,0.0,0.0,563.87,30185.13,0.0,0.0,0.0,66212.68,0.0,30749
30,0.0,0.0,0.0,0.0,0.0,4844.83,34056.36,0.0,0.0,7589.19,73194.73,0.0,31312
31,0.0,0.0,0.0,0.0,0.0,4890.58,27198.42,0.0,0.0,0.0,73194.73,0.0,32089
32,0.0,0.0,0.0,0.0,0.0,5103.21,28609.79,0.0,0.0,0.0,73194.73,0.0,33713
33,0.0,0.0,0.0,0.0,0.0,4700.63,25867.05,4238.33,0.0,0.0,73194.73,0.0,34806
34,0.0,0.0,0.0,0.0,0.0,4158.71,23833.93,15802.39,0.0,7397.03,80000.0,0.0,36398
35,0.0,0.0,0.0,0.0,0.0,4267.63,20588.64,12854.73,0.0,0.0,80000.0,0.0,37711
36,0.0,0.0,0.0,0.0,0.0,4393.88,18597.64,15701.48,0.0,0.0,80000.0,0.0,38693
37,0.0,0.0,0.0,0.0,0.0,4834.33,5461.4,28750.26,0.0,0.0,80000.0,0.0,39046
38,0.0,0.0,0.0,0.0,0.0,4620.25,7189.52,27545.23,0.0,0.0,80000.0,0.0,39355
39,0.0,0.0,0.0,0.0,0.0,4627.58,11748.56,22706.85,0.0,0.0,80000.0,0.0,39083
40,0.0,4847.08,0.0,0.0,0.0,4631.5,14190.63,14452.59,1469.2,0.0,78403.04,0.0,39591
41,0.0,9694.16,0.0,0.0,0.0,4726.58,14190.63,2854.58,9672.05,0.0,67889.94,0.0,41138
42,0.0,14541.24,0.0,0.0,0.0,4583.12,14190.63,0.0,10335.01,0.0,56656.23,0.0,43650
43,0.0,13144.0,0.0,0.0,0.0,4585.38,14190.63,0.0,11288.0,0.0,44386.66,0.0,43208
44,0.0,17991.08,0.0,0.0,0.0,4520.88,13402.44,0.0,6188.6,0.0,37659.92,0.0,42103
45,0.0,13144.0,0.0,0.0,0.0,4691.87,11914.72,0.0,11353.4,0.0,25319.27,0.0,41104
46,0.0,17991.08,0.0,0.0,0.0,4436.29,9896.18,0.0,7876.45,0.0,16757.91,0.0,40200
47,0.0,19388.31,0.0,0.0,0.0,4842.04,8685.83,0.0,5663.81,0.0,10601.59,0.0,38580
48,0.0,19388.31,0.0,0.0,0.0,4694.42,9277.85,0.0,3358.42,0.0,6951.14,0.0,36719
49,0.0,17894.97,0.0,0.0,0.0,4646.46,11214.04,0.0,1629.53,0.0,5179.91,0.0,35385
50,0.0,13047.89,0.0,0.0,0.0,5142.79,12644.0,0.0,3835.32,0.0,1011.08,0.0,34670
51,0.0,13144.0,0.0,0.0,0.0,5009.54,15858.5,0.0,558.96,0.0,403.52,0.0,34571
52,0.0,9370.98,0.0,0.0,0.0,4457.38,20588.64,0.0,0.0,0.0,403.52,0.0,34417
53,0.0,4523.9,0.0,0.0,0.0,4852.88,24986.99,0.0,371.23,0.0,0.0,0.0,34735
54,0.0,2692.56,0.0,0.0,0.0,4207.37,28668.06,0.0,0.0,0.0,0.0,0.0,35568
55,0.0,0.0,0.0,0.0,0.0,4274.33,33286.67,0.0,0.0,0.0,0.0,0.0,37561
56,0.0,0.0,0.0,0.0,0.0,254.81,40212.19,0.0,0.0,0.0,0.0,0.0,40467
57,0.0,0.0,0.0,0.0,0.0,4539.54,43515.71,512.72,0.0,6999.98,6439.98,0.0,41568
58,0.0,0.0,0.0,0.0,0.0,4666.25,44950.51,187.3,0.0,7623.06,13453.19,0.0,42181
59,0.0,0.0,0.0,0.0,0.0,4374.0,21089.55,4398.51,12376.94,0.0,0.0,0.0,42239
60,0.0,0.0,0.0,0.0,0.0,0.0,40067.51,1714.49,0.0,0.0,0.0,0.0,41782
61,0.0,0.0,0.0,0.0,0.0,4374.0,36578.0,0.0,0.0,0.0,0.0,0.0,40952
62,0.0,0.0,0.0,0.0,0.0,0.0,40067.51,874.49,0.0,0.0,0.0,0.0,40942
63,0.0,0.0,0.0,0.0,0.0,160.5,44950.51,12585.6,0.0,16818.61,15473.12,0.0,40878
64,0.0,0.0,0.0,0.0,0.0,4534.5,24739.42,12633.08,0.0,0.0,15473.12,0.0,41907
65,0.0,0.0,0.0,0.0,0.0,160.5,43725.8,33.7,0.0,0.0,15473.12,0.0,43920
66,0.0,0.0,0.0,0.0,0.0,4515.49,41736.51,0.0,0.0,0.0,15473.12,0.0,46252
67,0.0,0.0,0.0,0.0,0.0,141.49,44950.51,0.0,0.0,0.0,15473.12,0.0,45092
68,0.0,0.0,0.0,0.0,0.0,3460.49,40067.51,0.0,0.0,0.0,15473.12,0.0,43528
69,0.0,0.0,0.0,0.0,0.0,4099.54,44950.51,0.0,0.0,6779.05,21709.84,0.0,42271
70,0.0,0.0,0.0,0.0,0.0,3997.04,44950.51,0.0,0.0,8171.55,29227.67,0.0,40776
71,0.0,0.0,0.0,0.0,0.0,3954.96,43515.71,0.0,0.0,9118.67,37616.84,0.0,38352
72,0.0,0.0,0.0,0.0,0.0,4029.0,32371.0,0.0,0.0,0.0,37616.84,0.0,36400
73,0.0,0.0,0.0,0.0,0.0,3889.62,43515.71,0.0,0.0,11554.34,48246.84,0.0,35851
74,0.0,0.0,0.0,0.0,0.0,3918.29,44950.51,0.0,0.0,14408.8,61502.93,0.0,34460
75,0.0,0.0,0.0,0.0,0.0,0.0,33718.0,0.0,0.0,0.0,61502.93,0.0,33718
76,0.0,0.0,0.0,0.0,0.0,4119.12,44950.51,0.0,0.0,15162.63,75452.55,0.0,33907
77,0.0,0.0,0.0,0.0,0.0,0.0,33962.0,0.0,0.0,0.0,75452.55,0.0,33962
78,0.0,0.0,0.0,0.0,0.0,4091.0,36382.88,0.0,0.0,4942.88,80000.0,0.0,35531
79,0.0,0.0,0.0,0.0,0.0,0.0,37911.0,0.0,0.0,0.0,80000.0,0.0,37911
80,0.0,0.0,0.0,0.0,0.0,4025.21,35883.79,0.0,0.0,0.0,80000.0,0.0,39909
81,0.0,0.0,0.0,0.0,0.0,885.21,40067.51,54.29,0.0,0.0,80000.0,0.0,41007
82,0.0,0.0,0.0,0.0,0.0,3941.83,37123.84,17.33,0.0,0.0,80000.0,0.0,41083
83,0.0,0.0,0.0,0.0,0.0,4249.79,32584.29,3960.92,0.0,0.0,80000.0,0.0,40795
84,0.0,0.0,0.0,0.0,0.0,4107.5,31312.75,1232.77,4037.98,0.0,75610.89,0.0,40691
85,0.0,0.0,0.0,0.0,0.0,4143.25,28668.06,9268.5,0.0,1381.82,76882.16,0.0,40698
86,0.0,1890.54,0.0,0.0,0.0,4029.92,26176.65,10997.85,0.0,3388.96,80000.0,0.0,39706
87,0.0,6737.62,0.0,0.0,0.0,3853.33,16638.74,12361.31,0.0,0.0,80000.0,0.0,39591
88,0.0,11584.7,0.0,0.0,0.0,3993.21,20330.07,5120.02,0.0,0.0,80000.0,0.0,41028
89,0.0,16431.78,0.0,0.0,0.0,3886.42,21635.33,536.48,0.0,0.0,80000.0,0.0,42490
90,0.0,19388.31,0.0,0.0,0.0,4041.0,18597.64,0.0,2745.04,0.0,77016.26,0.0,44772
91,0.0,19388.31,0.0,0.0,2944.82,4332.04,14190.63,0.0,2453.2,0.0,74349.74,0.0,43309
92,0.0,19388.31,0.0,0.0,0.0,3966.54,9896.18,0.0,9063.97,0.0,64497.6,0.0,42315
93,0.0,19388.31,0.0,0.0,8341.01,3877.37,7578.43,0.0,1623.87,0.0,62732.52,0.0,40809
94,0.0,19388.31,0.0,0.0,10196.41,4217.0,5230.28,0.0,0.0,0.0,62732.52,0.0,39032
95,0.0,19388.31,0.0,0.0,9799.48,4167.83,3746.37,0.0,0.0,0.0,62732.52,0.0,37102
96,0.0,19388.31,0.0,0.0,9024.98,4022.12,2573.58,0.0,0.0,0.0,62732.52,0.0,35009
97,0.0,19388.31,0.0,0.0,8137.27,3763.0,2092.42,0.0,0.0,0.0,62732.52,0.0,33381
98,0.0,19388.31,0.0,0.0,6568.77,4162.21,2324.71,0.0,0.0,0.0,62732.52,0.0,32444
99,0.0,19388.31,0.0,0.0,5427.16,4327.92,2839.61,0.0,0.0,0.0,62732.52,0.0,31983
100,0.0,19388.31,0.0,0.0,4904.85,4305.46,3123.37,0.0,0.0,0.0,62732.52,0.0,31722
101,0.0,19388.31,0.0,0.0,4965.92,4125.33,3425.44,0.0,0.0,0.0,62732.52,0.0,31905
102,0.0,19388.31,0.0,0.0,6166.52,3848.79,3746.37,0.0,0.0,0.0,62732.52,0.0,33150
103,0.0,19388.31,0.0,0.0,8126.81,4012.13,4086.75,0.0,0.0,0.0,62732.52,0.0,35614
104,0.0,19388.31,0.0,0.0,10833.94,4129.37,3746.37,0.0,0.0,0.0,62732.52,0.0,38098
105,0.0,19388.31,0.0,0.0,12455.82,4281.67,2573.58,492.62,0.0,0.0,62732.52,0.0,39192
106,0.0,19388.31,0.0,0.0,11960.78,4433.42,1675.31,2785.18,0.0,0.0,62732.52,0.0,40243
107,0.0,19388.31,0.0,0.0,3619.77,4006.71,0.0,901.7,12857.51,0.0,48756.98,0.0,40774
108,0.0,19388.31,0.0,0.0,9878.4,3898.79,0.0,8344.5,0.0,0.0,48756.98,0.0,41510
109,0.0,19388.31,0.0,0.0,13032.82,3764.67,0.0,2380.52,3520.68,0.0,44930.15,0.0,42087
110,0.0,19388.31,0.0,0.0,9603.57,4344.04,0.0,8437.08,0.0,0.0,44930.15,0.0,41773
111,0.0,19388.31,0.0,0.0,13032.82,4471.38,0.0,1747.22,2750.27,0.0,41940.73,0.0,41390
112,0.0,19388.31,0.0,0.0,13032.82,4316.58,0.0,317.84,4802.44,0.0,36720.69,0.0,41858
113,0.0,19388.31,0.0,0.0,13032.82,3987.5,0.0,1437.37,5081.99,0.0,31196.79,0.0,42928
114,0.0,19388.31,0.0,0.0,13032.82,4802.25,0.0,0.0,7386.61,0.0,23167.86,0.0,44610
115,0.0,19388.31,0.0,0.0,13032.82,4835.21,0.0,0.0,5881.65,0.0,16774.76,0.0,43138
116,0.0,19388.31,0.0,0.0,13032.82,3878.54,0.0,0.0,5766.32,0.0,10507.02,0.0,42066
117,0.0,19388.31,0.0,0.0,13032.82,4572.5,0.0,0.0,4131.36,0.0,6016.41,0.0,41125
118,0.0,19388.31,0.0,0.0,13032.82,4632.21,0.0,0.0,2661.65,0.0,3123.31,0.0,39715
119,0.0,19388.31,0.0,0.0,13032.82,4960.79,0.0,0.0,370.07,0.0,2721.06,0.0,37752
120,0.0,19388.31,0.0,0.0,10985.69,5208.0,0.0,0.0,0.0,0.0,2721.06,0.0,35582
121,0.0,19388.31,0.0,0.0,9735.1,5212.58,0.0,0.0,0.0,0.0,2721.06,0.0,34336
122,0.0,19388.31,0.0,0.0,8669.52,5507.17,0.0,0.0,0.0,0.0,2721.06,0.0,33565
123,0.0,19388.31,0.0,0.0,6834.76,5369.62,1675.31,0.0,0.0,0.0,2721.06,0.0,33268
124,0.0,19388.31,0.0,0.0,4881.71,5530.54,3425.44,0.0,0.0,0.0,2721.06,0.0,33226
125,0.0,19388.31,0.0,0.0,0.0,5182.92,6569.4,0.0,2503.37,0.0,0.0,0.0,33644
126,0.0,16704.93,0.0,0.0,0.0,4876.63,13402.44,0.0,0.0,0.0,0.0,0.0,34984
127,0.0,11857.85,0.0,0.0,0.0,4433.5,21017.65,0.0,0.0,0.0,0.0,0.0,37309
128,0.0,7010.77,0.0,0.0,0.0,4349.42,28566.81,0.0,0.0,0.0,0.0,0.0,39927
129,0.0,2163.7,0.0,0.0,0.0,4463.83,44950.51,47.46,0.0,9838.49,9051.41,0.0,41787
130,0.0,0.0,0.0,0.0,0.0,4764.54,44950.51,12284.6,0.0,19608.65,27091.37,0.0,42391
131,0.0,0.0,0.0,0.0,0.0,4865.08,44950.51,1838.23,0.0,9733.82,36046.48,0.0,41920
132,0.0,0.0,0.0,0.0,0.0,4605.13,44950.51,2390.1,0.0,9898.74,45153.32,0.0,42047
133,0.0,0.0,0.0,0.0,0.0,4920.04,44950.51,2422.63,0.0,10315.18,54643.29,0.0,41978
134,0.0,0.0,0.0,0.0,0.0,4893.04,42965.78,62.41,0.0,6206.24,60353.03,0.0,41715
135,0.0,0.0,0.0,0.0,0.0,4942.17,44950.51,48.98,0.0,8325.65,68012.63,0.0,41616
136,0.0,0.0,0.0,0.0,0.0,4652.79,44950.51,26.91,0.0,7262.21,74693.86,0.0,42368
137,0.0,0.0,0.0,0.0,0.0,4577.18,40067.51,4.31,0.0,0.0,74693.86,0.0,44649
138,0.0,0.0,0.0,0.0,0.0,4461.04,42266.96,0.0,0.0,0.0,74693.86,0.0,46728
139,0.0,0.0,0.0,0.0,0.0,4269.21,41353.79,0.0,0.0,0.0,74693.86,0.0,45623
140,0.0,0.0,0.0,0.0,0.0,4315.62,40349.38,0.0,0.0,0.0,74693.86,0.0,44665
141,0.0,0.0,0.0,0.0,0.0,4604.04,44950.51,0.0,0.0,5767.55,80000.0,0.0,43787
142,0.0,0.0,0.0,0.0,0.0,4505.17,37313.83,0.0,0.0,0.0,80000.0,0.0,41819
143,0.0,0.0,0.0,0.0,0.0,4449.29,26176.65,0.0,8902.06,0.0,70323.85,0.0,39528
144,0.0,3664.38,0.0,0.0,0.0,4600.0,16739.33,0.0,12571.3,0.0,56659.39,0.0,37575
145,0.0,8511.45,0.0,0.0,0.0,4474.75,11214.04,0.0,12317.75,0.0,43270.53,0.0,36518
146,0.0,3664.38,0.0,0.0,0.0,4728.12,11914.72,0.0,15147.78,0.0,26805.56,0.0,35455
147,0.0,0.0,0.0,0.0,0.0,4942.67,15009.12,0.0,15290.21,0.0,10185.76,0.0,35242
148,0.0,0.0,0.0,0.0,0.0,4602.46,20588.64,0.0,9370.9,0.0,0.0,0.0,34562
149,0.0,0.0,0.0,0.0,0.0,4804.12,30225.88,0.0,0.0,0.0,0.0,0.0,35030
150,0.0,0.0,0.0,0.0,0.0,4771.54,31668.46,0.0,0.0,0.0,0.0,0.0,36440
151,0.0,0.0,0.0,0.0,0.0,476.5,38170.5,0.0,0.0,0.0,0.0,0.0,38647
152,0.0,0.0,0.0,0.0,0.0,4850.5,36465.5,0.0,0.0,0.0,0.0,0.0,41316
153,0.0,0.0,0.0,0.0,0.0,4456.5,38624.5,0.0,0.0,0.0,0.0,0.0,43081
154,0.0,0.0,0.0,0.0,0.0,4363.21,38980.47,7.32,0.0,0.0,0.0,0.0,43351
155,0.0,0.0,0.0,0.0,0.0,4243.38,34904.06,3252.57,0.0,0.0,0.0,0.0,42400
156,0.0,0.0,0.0,0.0,0.0,0.0,39660.78,1927.22,0.0,0.0,0.0,0.0,41588
157,0.0,0.0,0.0,0.0,0.0,4374.0,40067.51,0.0,0.0,3076.51,2830.39,0.0,41365
158,0.0,0.0,0.0,0.0,0.0,4182.5,36831.5,0.0,0.0,0.0,2830.39,0.0,41014
159,0.0,0.0,0.0,0.0,0.0,4182.87,36655.31,258.81,0.0,0.0,2830.39,0.0,41097
160,0.0,0.0,0.0,0.0,0.0,4232.21,35311.31,2286.48,0.0,0.0,2830.39,0.0,41830
161,0.0,0.0,0.0,0.0,0.0,4390.25,39241.46,358.29,0.0,0.0,2830.39,0.0,43990
162,0.0,0.0,0.0,0.0,0.0,4454.92,42863.08,0.0,0.0,0.0,2830.39,0.0,47318
163,0.0,0.0,0.0,0.0,0.0,4249.21,42321.79,0.0,0.0,0.0,2830.39,0.0,46571
164,0.0,0.0,0.0,0.0,0.0,4314.87,41691.13,0.0,0.0,0.0,2830.39,0.0,46006
165,0.0,0.0,0.0,0.0,0.0,4129.87,40847.13,0.0,0.0,0.0,2830.39,0.0,44977
166,0.0,0.0,0.0,0.0,0.0,4088.21,39202.79,0.0,0.0,0.0,2830.39,0.0,43291
167,0.0,0.0,0.0,0.0,0.0,38.38,41312.62,0.0,0.0,0.0,2830.39,0.0,41351
168,0.0,0.0,0.0,0.0,0.0,4412.38,44950.51,0.0,0.0,9986.88,12018.32,0.0,39376
169,0.0,0.0,0.0,0.0,0.0,4592.67,44701.99,0.0,0.0,11196.66,22319.24,0.0,38098
170,0.0,0.0,0.0,0.0,0.0,4374.0,44950.51,0.0,0.0,11927.51,33292.55,0.0,37397
171,0.0,0.0,0.0,0.0,0.0,0.0,40067.51,0.0,0.0,3457.51,36473.46,0.0,36610
172,0.0,0.0,0.0,0.0,0.0,0.0,36467.0,0.0,0.0,0.0,36473.46,0.0,36467
173,0.0,0.0,0.0,0.0,0.0,4155.0,44950.51,0.0,0.0,12361.51,47846.04,0.0,36744
174,0.0,0.0,0.0,0.0,0.0,4354.25,44950.51,0.0,0.0,12484.76,59332.02,0.0,36820
175,0.0,0.0,0.0,0.0,0.0,4249.0,44950.51,0.0,0.0,11698.51,70094.64,0.0,37501
176,0.0,0.0,0.0,0.0,0.0,4155.08,34334.92,0.0,0.0,0.0,70094.64,0.0,38490
177,0.0,0.0,0.0,0.0,0.0,0.0,38003.84,1105.16,0.0,0.0,70094.64,0.0,39109
178,0.0,0.0,0.0,0.0,0.0,0.0,37400.19,2450.81,0.0,0.0,70094.64,0.0,39851
179,0.0,0.0,0.0,0.0,0.0,4374.0,44950.51,1531.19,0.0,10766.69,80000.0,0.0,40089
180,0.0,0.0,0.0,0.0,0.0,4355.33,35124.51,118.16,0.0,0.0,80000.0,0.0,39598
181,0.0,0.0,0.0,0.0,0.0,0.0,39442.62,32.38,0.0,0.0,80000.0,0.0,39475
182,0.0,0.0,0.0,0.0,0.0,4105.58,35077.21,57.21,0.0,0.0,80000.0,0.0,39240
183,0.0,0.0,0.0,0.0,0.0,4334.58,34631.36,34.05,0.0,0.0,80000.0,0.0,39000
184,0.0,0.0,0.0,0.0,0.0,0.0,40156.7,96.3,0.0,0.0,80000.0,0.0,40253
185,0.0,0.0,0.0,0.0,0.0,4374.0,36425.2,1118.8,0.0,0.0,80000.0,0.0,41918
186,0.0,0.0,0.0,0.0,0.0,4442.33,40149.67,0.0,0.0,0.0,80000.0,0.0,44592
187,0.0,0.0,0.0,0.0,0.0,4239.37,39182.63,0.0,0.0,0.0,80000.0,0.0,43422
188,0.0,0.0,0.0,0.0,0.0,3982.58,37651.42,0.0,0.0,0.0,80000.0,0.0,41634
189,0.0,0.0,0.0,0.0,0.0,4013.08,16412.92,0.0,20000.0,0.0,58260.87,0.0,40426
190,0.0,0.0,0.0,0.0,0.0,0.0,39122.0,0.0,0.0,0.0,58260.87,0.0,39122
191,0.0,0.0,0.0,0.0,0.0,0.0,40067.51,0.0,0.0,2446.51,60511.66,0.0,37621
192,0.0,0.0,0.0,0.0,0.0,0.0,36158.0,0.0,0.0,0.0,60511.66,0.0,36158
193,0.0,0.0,0.0,0.0,0.0,4001.79,40212.19,0.0,0.0,9566.98,69313.28,0.0,34647
194,0.0,0.0,0.0,0.0,0.0,3679.21,30208.79,0.0,0.0,0.0,69313.28,0.0,33888
195,0.0,0.0,0.0,0.0,0.0,3803.58,29427.42,0.0,0.0,0.0,69313.28,0.0,33231
196,0.0,0.0,0.0,0.0,0.0,3760.46,28729.54,0.0,0.0,0.0,69313.28,0.0,32490
197,0.0,0.0,0.0,0.0,0.0,3779.71,28565.29,0.0,0.0,0.0,69313.28,0.0,32345
198,0.0,0.0,0.0,0.0,0.0,3876.04,28699.96,0.0,0.0,0.0,69313.28,0.0,32576
199,0.0,0.0,0.0,0.0,0.0,3964.71,29970.96,0.0,0.0,914.67,70154.78,0.0,33021
200,0.0,0.0,0.0,0.0,0.0,4037.0,17754.77,0.0,12265.23,0.0,56823.0,0.0,34057
201,0.0,0.0,0.0,0.0,0.0,3947.79,10365.99,894.22,20000.0,0.0,35083.87,0.0,35208
202,0.0,0.0,0.0,0.0,0.0,3786.96,28668.06,3951.98,0.0,0.0,35083.87,0.0,36407
203,0.0,0.0,0.0,0.0,0.0,0.0,27911.23,9960.77,0.0,0.0,35083.87,0.0,37872
204,0.0,0.0,0.0,0.0,0.0,0.0,30409.32,25819.58,0.0,17689.9,51358.58,0.0,38539
205,0.0,0.0,0.0,0.0,0.0,0.0,11714.5,27523.5,0.0,0.0,51358.58,0.0,39238
206,0.0,0.0,0.0,0.0,0.0,0.0,33247.84,25992.16,0.0,20000.0,69758.58,0.0,39240
207,0.0,0.0,0.0,0.0,0.0,0.0,40067.51,8021.93,0.0,9070.43,78103.38,0.0,39019
208,0.0,0.0,0.0,0.0,0.0,0.0,25073.19,14277.81,0.0,0.0,78103.38,0.0,39351
209,0.0,0.0,0.0,0.0,0.0,0.0,38788.58,4028.97,0.0,2061.54,80000.0,0.0,40756
210,0.0,4847.08,0.0,0.0,0.0,3753.75,34115.28,0.0,177.89,0.0,79806.64,0.0,42894
211,0.0,9694.16,0.0,0.0,0.0,3781.42,27403.48,0.0,1659.94,0.0,78002.36,0.0,42539
212,0.0,14541.24,0.0,0.0,0.0,3671.33,21635.33,0.0,1925.1,0.0,75909.85,0.0,41773
213,0.0,19388.31,0.0,0.0,0.0,3558.75,17652.19,0.0,292.75,0.0,75591.65,0.0,40892
214,0.0,19388.31,0.0,0.0,0.0,3578.71,15009.12,0.0,1604.86,0.0,73847.24,0.0,39581
215,0.0,19388.31,0.0,0.0,0.0,3639.83,13402.44,0.0,1515.41,0.0,72200.05,0.0,37946
216,0.0,19388.31,0.0,0.0,0.0,3397.5,12644.0,0.0,1000.19,0.0,71112.89,0.0,36430
217,0.0,19388.31,0.0,0.0,0.0,3524.17,11914.72,0.0,539.8,0.0,70526.16,0.0,35367
218,0.0,19388.31,0.0,0.0,0.0,3470.62,11214.04,0.0,810.02,0.0,69645.7,0.0,34883
219,0.0,19388.31,0.0,0.0,0.0,3469.46,9896.18,0.0,1646.05,0.0,67856.52,0.0,34400
220,0.0,19388.31,0.0,0.0,0.0,3267.0,9896.18,0.0,1821.51,0.0,65876.62,0.0,34373
221,0.0,19388.31,0.0,0.0,0.0,3243.21,11214.04,0.0,1387.44,0.0,64368.54,0.0,35233
222,0.0,19388.31,0.0,0.0,0.0,3184.46,12644.0,0.0,1260.23,0.0,62998.72,0.0,36477
223,0.0,19388.31,0.0,0.0,0.0,3371.75,15009.12,0.0,923.82,0.0,61994.58,0.0,38693
224,0.0,19388.31,0.0,0.0,0.0,3533.79,16739.33,0.0,2141.57,0.0,59666.79,0.0,41803
225,0.0,19388.31,0.0,0.0,0.0,3361.54,19576.27,1218.27,0.0,819.39,60420.63,0.0,42725
226,0.0,15950.16,0.0,0.0,0.0,3323.04,20588.64,7986.93,0.0,4830.77,64864.94,0.0,43018
227,0.0,11103.08,0.0,0.0,0.0,3344.54,18597.64,11033.23,0.0,2130.49,66824.99,0.0,41948
228,0.0,15004.92,0.0,0.0,0.0,3543.54,16739.33,16748.72,0.0,9756.51,75800.98,0.0,42280
229,0.0,10157.84,0.0,0.0,0.0,3513.42,15858.5,12824.25,0.0,0.0,75800.98,0.0,42354
230,0.0,14097.73,0.0,0.0,0.0,3374.58,14190.63,15158.21,0.0,4564.15,80000.0,0.0,42257
231,0.0,18944.81,0.0,0.0,0.0,3583.96,12644.0,7398.23,0.0,0.0,80000.0,0.0,42571
232,0.0,19388.31,0.0,0.0,3949.47,3654.42,11214.04,5051.75,0.0,0.0,80000.0,0.0,43258
233,0.0,19388.31,0.0,0.0,11463.48,3421.5,9896.18,961.53,0.0,0.0,80000.0,0.0,45131
234,0.0,19388.31,0.0,0.0,13032.82,3100.79,9277.85,0.0,2751.22,0.0,77009.55,0.0,47551
235,0.0,19388.31,0.0,0.0,13032.82,2975.21,8685.83,0.0,2903.82,0.0,73853.22,0.0,46986
236,0.0,19388.31,0.0,0.0,13032.82,2874.17,8119.55,0.0,2842.15,0.0,70763.93,0.0,46257
237,0.0,19388.31,0.0,0.0,13032.82,3000.08,7578.43,0.0,2152.35,0.0,68424.42,0.0,45152
238,0.0,19388.31,0.0,0.0,13032.82,3065.04,7061.9,0.0,875.92,0.0,67472.34,0.0,43424
239,0.0,19388.31,0.0,0.0,13032.82,3226.96,6569.4,0.0,0.0,331.49,67777.31,0.0,41886
240,0.0,19388.31,0.0,0.0,13032.82,3236.67,5654.16,0.0,0.0,839.96,68550.08,0.0,40472
241,0.0,19388.31,0.0,0.0,13032.82,3095.67,4828.13,0.0,0.0,1249.94,69700.02,0.0,39095
242,0.0,19388.31,0.0,0.0,13032.82,3257.75,4086.75,0.0,0.0,1399.64,70987.68,0.0,38366
243,0.0,19388.31,0.0,0.0,13032.82,3082.87,3123.37,0.0,0.0,587.39,71528.08,0.0,38040
